tradeId	accountId	customerName	stockCode	stockName	marketType	orderType	orderChannel	quantity	price	orderAmount	tradeStatus	branchCode	employeeId	currency	deviceType	ipAddress	createdAt	updatedAt	remark
T023601	ACC521230	홍현숙	035420	SK하이닉스	KOSDAQ	BUY	MTS	707	262646	6422709	PENDING	BR778	EMP6434	KRW	PC	188.10.164.2	2024-01-01 09:21:00	2024-01-01 09:26:00	테스트데이터
T023602	ACC280207	이정호	068270	셀트리온	KOSDAQ	BUY	WTS	884	168057	3553389	PENDING	BR412	EMP5911	KRW	PC	27.6.133.226	2024-01-01 09:22:00	2024-01-01 09:27:00	리밸런싱
T023603	ACC227576	조정식	035420	LG화학	KOSDAQ	SELL	HTS	817	489305	48873211	CANCELLED	BR134	EMP2500	KRW	PC	151.240.235.156	2024-01-01 09:23:00	2024-01-01 09:28:00	VIP고객
T023604	ACC933420	김경자	051910	NAVER	KOSPI	SELL	WTS	968	348708	1081104	COMPLETED	BR939	EMP2960	KRW	MOBILE	167.5.47.192	2024-01-01 09:24:00	2024-01-01 09:29:00	자동주문
T023605	ACC579993	구민석	068270	삼성전자	KOSDAQ	BUY	HTS	225	99803	42163900	PENDING	BR649	EMP3700	KRW	PC	22.173.131.35	2024-01-01 09:25:00	2024-01-01 09:30:00	리밸런싱
T023606	ACC383055	안수빈	005930	삼성전자	KOSPI	SELL	HTS	736	347711	38566057	CANCELLED	BR854	EMP1458	KRW	MOBILE	26.11.235.247	2024-01-01 09:26:00	2024-01-01 09:31:00	리밸런싱
T023607	ACC716312	김주원	005930	LG화학	KOSPI	BUY	WTS	510	415834	14289625	COMPLETED	BR452	EMP1523	KRW	MOBILE	100.220.26.165	2024-01-01 09:27:00	2024-01-01 09:32:00	VIP고객
T023608	ACC752615	이민서	000660	NAVER	KOSPI	SELL	WTS	852	142166	6339385	COMPLETED	BR712	EMP5295	KRW	PC	164.193.65.183	2024-01-01 09:28:00	2024-01-01 09:33:00	VIP고객
T023609	ACC295350	정서윤	035420	SK하이닉스	KOSDAQ	SELL	WTS	719	80514	6552378	CANCELLED	BR564	EMP3568	KRW	TABLET	126.1.92.126	2024-01-01 09:29:00	2024-01-01 09:34:00	VIP고객
T023610	ACC368128	김준호	051910	SK하이닉스	KOSDAQ	SELL	WTS	863	176743	201451	COMPLETED	BR645	EMP9464	KRW	TABLET	221.220.254.109	2024-01-01 09:30:00	2024-01-01 09:35:00	VIP고객
T023611	ACC740041	황우진	035420	NAVER	KOSPI	BUY	MTS	282	275477	16890203	COMPLETED	BR672	EMP8177	KRW	PC	182.12.139.49	2024-01-01 09:31:00	2024-01-01 09:36:00	리밸런싱
T023612	ACC278838	서도윤	051910	셀트리온	KOSPI	BUY	MTS	454	60431	8231672	COMPLETED	BR838	EMP4350	KRW	TABLET	122.53.129.198	2024-01-01 09:32:00	2024-01-01 09:37:00	정상거래
T023613	ACC559987	박지아	005930	SK하이닉스	KOSPI	BUY	MTS	369	375099	27532348	PENDING	BR101	EMP5535	KRW	TABLET	23.94.20.28	2024-01-01 09:33:00	2024-01-01 09:38:00	테스트데이터
T023614	ACC991692	이동현	068270	SK하이닉스	KOSPI	BUY	MTS	54	342367	19773038	COMPLETED	BR475	EMP2877	KRW	MOBILE	97.69.161.108	2024-01-01 09:34:00	2024-01-01 09:39:00	테스트데이터
T023615	ACC147158	임지후	005930	셀트리온	KOSPI	SELL	WTS	785	216950	10336056	COMPLETED	BR195	EMP1432	KRW	MOBILE	67.161.194.234	2024-01-01 09:35:00	2024-01-01 09:40:00	리밸런싱
T023616	ACC258056	배시우	005930	LG화학	KOSPI	SELL	MTS	252	492405	38439178	CANCELLED	BR363	EMP6774	KRW	PC	63.151.5.238	2024-01-01 09:36:00	2024-01-01 09:41:00	VIP고객
T023617	ACC779702	박정자	068270	셀트리온	KOSPI	BUY	HTS	925	128777	47596395	CANCELLED	BR158	EMP8889	KRW	MOBILE	65.183.115.31	2024-01-01 09:37:00	2024-01-01 09:42:00	테스트데이터
T023618	ACC693538	최영호	005930	SK하이닉스	KOSPI	SELL	WTS	525	188924	40472439	CANCELLED	BR959	EMP6368	KRW	TABLET	31.245.199.110	2024-01-01 09:38:00	2024-01-01 09:43:00	테스트데이터
T023619	ACC586061	송성민	000660	NAVER	KOSDAQ	SELL	MTS	772	407657	8146423	COMPLETED	BR564	EMP3033	KRW	TABLET	205.179.232.36	2024-01-01 09:39:00	2024-01-01 09:44:00	리밸런싱
T023620	ACC593106	민성수	005930	LG화학	KOSPI	BUY	WTS	403	462456	29186649	COMPLETED	BR958	EMP3155	KRW	PC	8.206.180.45	2024-01-01 09:40:00	2024-01-01 09:45:00	VIP고객
T023621	ACC794599	이정호	035420	LG화학	KOSDAQ	SELL	MTS	835	197795	33104470	COMPLETED	BR478	EMP2571	KRW	TABLET	84.178.135.239	2024-01-01 09:41:00	2024-01-01 09:46:00	테스트데이터
T023622	ACC482644	김영순	005930	SK하이닉스	KOSDAQ	BUY	HTS	982	12511	393285	CANCELLED	BR496	EMP4396	KRW	PC	56.197.111.168	2024-01-01 09:42:00	2024-01-01 09:47:00	VIP고객
T023623	ACC215828	최미경	005930	삼성전자	KOSDAQ	SELL	HTS	600	330162	47688998	PENDING	BR561	EMP2596	KRW	PC	192.164.4.47	2024-01-01 09:43:00	2024-01-01 09:48:00	리밸런싱
T023624	ACC415380	김도윤	068270	NAVER	KOSDAQ	SELL	WTS	793	254360	24592997	CANCELLED	BR138	EMP1460	KRW	TABLET	150.104.71.140	2024-01-01 09:44:00	2024-01-01 09:49:00	테스트데이터
T023625	ACC278413	박서영	051910	삼성전자	KOSDAQ	BUY	MTS	588	487376	37590822	PENDING	BR374	EMP8999	KRW	TABLET	114.20.243.182	2024-01-01 09:45:00	2024-01-01 09:50:00	리밸런싱
T023626	ACC707669	이서준	051910	SK하이닉스	KOSDAQ	SELL	WTS	114	336630	14511076	COMPLETED	BR983	EMP9689	KRW	MOBILE	220.217.56.2	2024-01-01 09:46:00	2024-01-01 09:51:00	테스트데이터
T023627	ACC831361	이성현	068270	NAVER	KOSPI	BUY	MTS	933	168508	35048557	CANCELLED	BR804	EMP3128	KRW	MOBILE	155.175.94.55	2024-01-01 09:47:00	2024-01-01 09:52:00	테스트데이터
T023628	ACC263346	김현주	005930	NAVER	KOSPI	SELL	HTS	577	126710	22143510	COMPLETED	BR748	EMP3329	KRW	PC	174.124.148.238	2024-01-01 09:48:00	2024-01-01 09:53:00	테스트데이터
T023629	ACC692861	박현우	051910	셀트리온	KOSPI	SELL	MTS	998	424845	47160015	COMPLETED	BR757	EMP8862	KRW	PC	30.53.232.191	2024-01-01 09:49:00	2024-01-01 09:54:00	VIP고객
T023630	ACC372594	이상현	068270	셀트리온	KOSDAQ	BUY	HTS	260	235544	24450516	CANCELLED	BR775	EMP2996	KRW	MOBILE	149.45.230.250	2024-01-01 09:50:00	2024-01-01 09:55:00	자동주문
T023631	ACC786465	김보람	035420	NAVER	KOSDAQ	SELL	HTS	265	77697	32550121	CANCELLED	BR523	EMP3126	KRW	TABLET	183.112.81.255	2024-01-01 09:51:00	2024-01-01 09:56:00	리밸런싱
T023632	ACC726248	박정희	051910	삼성전자	KOSPI	BUY	MTS	779	435273	42890317	COMPLETED	BR656	EMP2365	KRW	MOBILE	132.253.250.75	2024-01-01 09:52:00	2024-01-01 09:57:00	리밸런싱
T023633	ACC137353	임재호	005930	NAVER	KOSDAQ	SELL	HTS	607	15932	36540071	PENDING	BR769	EMP1744	KRW	TABLET	100.9.252.223	2024-01-01 09:53:00	2024-01-01 09:58:00	테스트데이터
T023634	ACC732215	윤성훈	051910	SK하이닉스	KOSPI	BUY	MTS	548	472003	31945257	COMPLETED	BR414	EMP6116	KRW	PC	104.204.99.237	2024-01-01 09:54:00	2024-01-01 09:59:00	정상거래
T023635	ACC688170	차영환	035420	삼성전자	KOSDAQ	SELL	WTS	791	486243	40660530	CANCELLED	BR848	EMP8668	KRW	TABLET	10.249.116.253	2024-01-01 09:55:00	2024-01-01 10:00:00	VIP고객
T023636	ACC536469	이주원	051910	NAVER	KOSDAQ	SELL	HTS	813	348142	46490544	PENDING	BR972	EMP6063	KRW	TABLET	21.204.128.134	2024-01-01 09:56:00	2024-01-01 10:01:00	테스트데이터
T023637	ACC543008	김도윤	000660	셀트리온	KOSDAQ	SELL	MTS	735	50474	20401241	COMPLETED	BR864	EMP1761	KRW	TABLET	198.76.134.76	2024-01-01 09:57:00	2024-01-01 10:02:00	테스트데이터
T023638	ACC241631	이하윤	005930	SK하이닉스	KOSDAQ	BUY	MTS	183	281466	42810879	COMPLETED	BR571	EMP3558	KRW	PC	174.200.251.236	2024-01-01 09:58:00	2024-01-01 10:03:00	정상거래
T023639	ACC388484	김은서	035420	삼성전자	KOSPI	SELL	WTS	465	367819	17731383	COMPLETED	BR842	EMP5263	KRW	TABLET	165.109.45.80	2024-01-01 09:59:00	2024-01-01 10:04:00	리밸런싱
T023640	ACC529920	홍경수	005930	삼성전자	KOSPI	BUY	MTS	490	44214	10729946	CANCELLED	BR180	EMP3625	KRW	TABLET	138.30.25.224	2024-01-01 10:00:00	2024-01-01 10:05:00	테스트데이터
T023641	ACC934551	임준영	035420	셀트리온	KOSPI	BUY	HTS	750	43948	20162174	CANCELLED	BR951	EMP1551	KRW	PC	218.77.229.109	2024-01-01 10:01:00	2024-01-01 10:06:00	테스트데이터
T023642	ACC735384	이명숙	068270	LG화학	KOSDAQ	BUY	WTS	969	94439	24947150	COMPLETED	BR608	EMP2872	KRW	TABLET	8.11.221.221	2024-01-01 10:02:00	2024-01-01 10:07:00	테스트데이터
T023643	ACC152422	양정웅	035420	삼성전자	KOSDAQ	SELL	HTS	355	482871	36609629	CANCELLED	BR213	EMP2792	KRW	PC	197.62.99.59	2024-01-01 10:03:00	2024-01-01 10:08:00	테스트데이터
T023644	ACC351485	윤영일	035420	삼성전자	KOSPI	BUY	MTS	837	163123	49728547	CANCELLED	BR609	EMP6748	KRW	MOBILE	121.71.177.150	2024-01-01 10:04:00	2024-01-01 10:09:00	정상거래
T023645	ACC355786	김예진	051910	삼성전자	KOSDAQ	BUY	HTS	25	421341	9372070	PENDING	BR956	EMP9579	KRW	PC	93.215.40.65	2024-01-01 10:05:00	2024-01-01 10:10:00	리밸런싱
T023646	ACC996234	김미영	000660	삼성전자	KOSPI	BUY	WTS	214	483314	14554109	CANCELLED	BR705	EMP3066	KRW	MOBILE	115.159.147.132	2024-01-01 10:06:00	2024-01-01 10:11:00	리밸런싱
T023647	ACC308764	류현지	068270	삼성전자	KOSDAQ	SELL	HTS	207	487661	47386069	CANCELLED	BR402	EMP7515	KRW	PC	87.126.182.107	2024-01-01 10:07:00	2024-01-01 10:12:00	VIP고객
T023648	ACC908178	이상호	051910	셀트리온	KOSPI	SELL	HTS	591	175704	45769240	CANCELLED	BR308	EMP3921	KRW	PC	34.0.157.98	2024-01-01 10:08:00	2024-01-01 10:13:00	리밸런싱
T023649	ACC119915	곽성진	051910	LG화학	KOSPI	BUY	MTS	44	125569	4160098	COMPLETED	BR275	EMP8271	KRW	MOBILE	130.66.2.158	2024-01-01 10:09:00	2024-01-01 10:14:00	테스트데이터
T023650	ACC792047	홍미숙	068270	NAVER	KOSDAQ	BUY	WTS	874	375660	20950293	COMPLETED	BR776	EMP9357	KRW	PC	172.62.88.207	2024-01-01 10:10:00	2024-01-01 10:15:00	정상거래
T023651	ACC793765	박건우	035420	셀트리온	KOSDAQ	SELL	MTS	268	198882	15271274	COMPLETED	BR252	EMP2858	KRW	PC	125.247.245.140	2024-01-01 10:11:00	2024-01-01 10:16:00	리밸런싱
T023652	ACC734294	홍준서	005930	LG화학	KOSDAQ	SELL	MTS	156	195620	46276839	PENDING	BR940	EMP9763	KRW	TABLET	187.31.58.0	2024-01-01 10:12:00	2024-01-01 10:17:00	정상거래
T023653	ACC946733	배정숙	051910	LG화학	KOSPI	SELL	MTS	432	187213	16757852	CANCELLED	BR532	EMP8590	KRW	PC	157.171.211.124	2024-01-01 10:13:00	2024-01-01 10:18:00	자동주문
T023654	ACC972088	박경희	068270	셀트리온	KOSDAQ	BUY	MTS	667	326249	29614701	COMPLETED	BR937	EMP8407	KRW	TABLET	205.204.79.104	2024-01-01 10:14:00	2024-01-01 10:19:00	자동주문
T023655	ACC216783	박은영	005930	셀트리온	KOSPI	SELL	HTS	609	255531	8283772	COMPLETED	BR702	EMP5248	KRW	PC	184.179.76.104	2024-01-01 10:15:00	2024-01-01 10:20:00	리밸런싱
T023656	ACC374485	주민지	035420	NAVER	KOSDAQ	SELL	MTS	263	291023	14412292	CANCELLED	BR774	EMP4815	KRW	PC	50.173.96.103	2024-01-01 10:16:00	2024-01-01 10:21:00	리밸런싱
T023657	ACC110737	황하은	051910	LG화학	KOSPI	BUY	HTS	124	185077	3508043	CANCELLED	BR236	EMP9689	KRW	PC	55.24.152.115	2024-01-01 10:17:00	2024-01-01 10:22:00	정상거래
T023658	ACC674596	박은정	005930	셀트리온	KOSDAQ	SELL	WTS	905	13943	35766805	COMPLETED	BR303	EMP7184	KRW	TABLET	131.7.139.167	2024-01-01 10:18:00	2024-01-01 10:23:00	자동주문
T023659	ACC415382	박진우	068270	LG화학	KOSDAQ	BUY	WTS	218	430245	35857640	COMPLETED	BR259	EMP4975	KRW	PC	64.222.159.139	2024-01-01 10:19:00	2024-01-01 10:24:00	리밸런싱
T023660	ACC694116	한정숙	051910	SK하이닉스	KOSDAQ	BUY	WTS	274	348018	4385963	PENDING	BR724	EMP3192	KRW	TABLET	137.186.63.235	2024-01-01 10:20:00	2024-01-01 10:25:00	테스트데이터
T023661	ACC495997	박춘자	051910	셀트리온	KOSPI	BUY	HTS	623	298329	2456438	PENDING	BR477	EMP2974	KRW	PC	143.8.180.152	2024-01-01 10:21:00	2024-01-01 10:26:00	자동주문
T023662	ACC581147	김주원	005930	SK하이닉스	KOSDAQ	SELL	MTS	85	325397	27570670	CANCELLED	BR943	EMP2517	KRW	MOBILE	182.99.220.33	2024-01-01 10:22:00	2024-01-01 10:27:00	리밸런싱
T023663	ACC400700	한영수	051910	셀트리온	KOSPI	SELL	MTS	733	463074	18087488	COMPLETED	BR316	EMP4758	KRW	PC	218.161.187.67	2024-01-01 10:23:00	2024-01-01 10:28:00	테스트데이터
T023664	ACC419803	황지후	005930	SK하이닉스	KOSDAQ	BUY	MTS	633	485103	8142332	PENDING	BR420	EMP1593	KRW	TABLET	120.77.65.139	2024-01-01 10:24:00	2024-01-01 10:29:00	정상거래
T023665	ACC128459	윤현숙	005930	셀트리온	KOSDAQ	BUY	MTS	411	144743	45103872	PENDING	BR518	EMP2249	KRW	TABLET	76.86.96.158	2024-01-01 10:25:00	2024-01-01 10:30:00	리밸런싱
T023666	ACC834878	정정순	051910	셀트리온	KOSPI	SELL	WTS	110	95272	1892596	PENDING	BR516	EMP7319	KRW	MOBILE	48.117.254.171	2024-01-01 10:26:00	2024-01-01 10:31:00	정상거래
T023667	ACC968090	최예원	005930	LG화학	KOSDAQ	BUY	HTS	371	378884	37662388	PENDING	BR997	EMP8660	KRW	PC	191.111.137.179	2024-01-01 10:27:00	2024-01-01 10:32:00	정상거래
T023668	ACC109972	이준영	051910	셀트리온	KOSDAQ	SELL	HTS	263	442062	23303050	PENDING	BR750	EMP1348	KRW	MOBILE	188.248.2.1	2024-01-01 10:28:00	2024-01-01 10:33:00	정상거래
T023669	ACC909521	김지연	068270	SK하이닉스	KOSPI	BUY	WTS	372	53277	48426156	COMPLETED	BR702	EMP7856	KRW	MOBILE	135.139.213.127	2024-01-01 10:29:00	2024-01-01 10:34:00	테스트데이터
T023670	ACC853272	김영진	051910	NAVER	KOSPI	BUY	WTS	624	182712	44851538	COMPLETED	BR925	EMP8071	KRW	PC	102.125.188.124	2024-01-01 10:30:00	2024-01-01 10:35:00	자동주문
T023671	ACC457543	김영길	005930	SK하이닉스	KOSPI	BUY	WTS	391	159805	25671052	CANCELLED	BR852	EMP7160	KRW	PC	88.152.163.110	2024-01-01 10:31:00	2024-01-01 10:36:00	VIP고객
T023672	ACC356604	김민석	005930	SK하이닉스	KOSDAQ	SELL	WTS	843	453676	21594505	CANCELLED	BR855	EMP5416	KRW	TABLET	9.120.195.9	2024-01-01 10:32:00	2024-01-01 10:37:00	리밸런싱
T023673	ACC194387	박하윤	035420	셀트리온	KOSPI	BUY	WTS	698	427660	16633701	COMPLETED	BR162	EMP1788	KRW	MOBILE	79.94.204.141	2024-01-01 10:33:00	2024-01-01 10:38:00	정상거래
T023674	ACC716556	주윤서	051910	삼성전자	KOSDAQ	BUY	MTS	59	207918	12331130	COMPLETED	BR884	EMP2909	KRW	MOBILE	147.58.3.242	2024-01-01 10:34:00	2024-01-01 10:39:00	자동주문
T023675	ACC517821	엄상훈	068270	LG화학	KOSDAQ	SELL	MTS	530	32906	12957316	COMPLETED	BR124	EMP2203	KRW	MOBILE	191.73.120.123	2024-01-01 10:35:00	2024-01-01 10:40:00	자동주문
T023676	ACC720919	강현주	005930	LG화학	KOSDAQ	BUY	MTS	899	100714	30864181	CANCELLED	BR851	EMP2629	KRW	MOBILE	48.53.235.63	2024-01-01 10:36:00	2024-01-01 10:41:00	테스트데이터
T023677	ACC847346	주상호	035420	삼성전자	KOSPI	BUY	MTS	383	132782	20832107	COMPLETED	BR591	EMP9747	KRW	TABLET	223.126.122.54	2024-01-01 10:37:00	2024-01-01 10:42:00	자동주문
T023678	ACC642840	지성호	051910	셀트리온	KOSDAQ	SELL	WTS	394	135221	9163089	CANCELLED	BR687	EMP2343	KRW	MOBILE	139.116.147.60	2024-01-01 10:38:00	2024-01-01 10:43:00	테스트데이터
T023679	ACC850033	이영자	035420	삼성전자	KOSPI	SELL	WTS	603	267435	42092588	PENDING	BR954	EMP4089	KRW	TABLET	110.166.168.9	2024-01-01 10:39:00	2024-01-01 10:44:00	VIP고객
T023680	ACC778136	최지후	051910	셀트리온	KOSPI	BUY	MTS	874	452967	22664100	COMPLETED	BR108	EMP7142	KRW	MOBILE	181.165.252.112	2024-01-01 10:40:00	2024-01-01 10:45:00	정상거래
T023681	ACC742313	이영미	005930	SK하이닉스	KOSPI	BUY	MTS	120	343321	26215493	COMPLETED	BR697	EMP3662	KRW	PC	22.25.144.190	2024-01-01 10:41:00	2024-01-01 10:46:00	자동주문
T023682	ACC362980	최민수	068270	NAVER	KOSDAQ	BUY	HTS	721	263543	28504492	COMPLETED	BR855	EMP2529	KRW	TABLET	119.214.240.116	2024-01-01 10:42:00	2024-01-01 10:47:00	VIP고객
T023683	ACC182782	오서영	000660	NAVER	KOSDAQ	SELL	MTS	341	481840	18445529	COMPLETED	BR127	EMP2400	KRW	TABLET	135.218.43.8	2024-01-01 10:43:00	2024-01-01 10:48:00	VIP고객
T023684	ACC958402	이영숙	051910	SK하이닉스	KOSDAQ	SELL	WTS	98	266584	31582220	CANCELLED	BR256	EMP4166	KRW	PC	12.22.125.234	2024-01-01 10:44:00	2024-01-01 10:49:00	VIP고객
T023685	ACC456220	권준서	005930	SK하이닉스	KOSDAQ	SELL	MTS	451	453963	7185752	CANCELLED	BR834	EMP5380	KRW	PC	47.188.179.238	2024-01-01 10:45:00	2024-01-01 10:50:00	테스트데이터
T023686	ACC411872	안준영	068270	SK하이닉스	KOSDAQ	SELL	MTS	235	474699	14249169	PENDING	BR660	EMP5518	KRW	PC	173.233.24.91	2024-01-01 10:46:00	2024-01-01 10:51:00	리밸런싱
T023687	ACC901022	김진우	035420	LG화학	KOSPI	BUY	MTS	607	309740	17023314	CANCELLED	BR938	EMP4533	KRW	TABLET	53.221.208.197	2024-01-01 10:47:00	2024-01-01 10:52:00	리밸런싱
T023688	ACC247387	양우진	005930	SK하이닉스	KOSDAQ	BUY	WTS	446	96274	44832074	CANCELLED	BR135	EMP2371	KRW	MOBILE	63.204.71.232	2024-01-01 10:48:00	2024-01-01 10:53:00	VIP고객
T023689	ACC220361	김순자	051910	NAVER	KOSPI	BUY	WTS	386	398676	20507647	CANCELLED	BR584	EMP3662	KRW	TABLET	166.31.248.100	2024-01-01 10:49:00	2024-01-01 10:54:00	정상거래
T023690	ACC328170	박수진	035420	셀트리온	KOSPI	BUY	HTS	168	209956	15979406	COMPLETED	BR648	EMP2477	KRW	MOBILE	140.253.159.220	2024-01-01 10:50:00	2024-01-01 10:55:00	VIP고객
T023691	ACC926900	김영진	068270	삼성전자	KOSDAQ	SELL	HTS	871	94844	21294353	CANCELLED	BR440	EMP5466	KRW	TABLET	113.229.187.177	2024-01-01 10:51:00	2024-01-01 10:56:00	VIP고객
T023692	ACC755031	박도윤	068270	SK하이닉스	KOSDAQ	BUY	MTS	361	480268	25998794	COMPLETED	BR675	EMP4516	KRW	MOBILE	131.206.93.155	2024-01-01 10:52:00	2024-01-01 10:57:00	테스트데이터
T023693	ACC935443	권정남	068270	NAVER	KOSDAQ	SELL	MTS	761	397261	26777259	COMPLETED	BR671	EMP3506	KRW	PC	30.181.109.55	2024-01-01 10:53:00	2024-01-01 10:58:00	정상거래
T023694	ACC223249	김광수	051910	삼성전자	KOSPI	BUY	WTS	622	240333	44345127	PENDING	BR863	EMP3888	KRW	TABLET	5.222.152.123	2024-01-01 10:54:00	2024-01-01 10:59:00	리밸런싱
T023695	ACC582621	하지원	068270	LG화학	KOSDAQ	SELL	WTS	728	262832	8743338	CANCELLED	BR162	EMP8183	KRW	TABLET	93.204.139.77	2024-01-01 10:55:00	2024-01-01 11:00:00	리밸런싱
T023696	ACC264158	김채원	068270	삼성전자	KOSDAQ	BUY	HTS	354	79872	17789249	PENDING	BR240	EMP5766	KRW	MOBILE	193.16.71.38	2024-01-01 10:56:00	2024-01-01 11:01:00	테스트데이터
T023697	ACC848550	안서연	068270	SK하이닉스	KOSDAQ	SELL	HTS	983	96032	21504332	PENDING	BR719	EMP1562	KRW	TABLET	31.226.142.229	2024-01-01 10:57:00	2024-01-01 11:02:00	VIP고객
T023698	ACC940447	이종수	068270	셀트리온	KOSDAQ	SELL	HTS	684	79992	13856173	CANCELLED	BR483	EMP4235	KRW	MOBILE	152.163.157.66	2024-01-01 10:58:00	2024-01-01 11:03:00	리밸런싱
T023699	ACC978775	김성현	000660	LG화학	KOSPI	BUY	HTS	44	291114	11754995	PENDING	BR951	EMP6787	KRW	TABLET	90.124.186.26	2024-01-01 10:59:00	2024-01-01 11:04:00	자동주문
T023700	ACC384560	김상현	005930	LG화학	KOSDAQ	SELL	MTS	396	371325	7844587	CANCELLED	BR962	EMP7431	KRW	PC	162.105.47.245	2024-01-01 11:00:00	2024-01-01 11:05:00	정상거래
T023701	ACC902465	이민재	035420	LG화학	KOSDAQ	SELL	MTS	223	205105	31273281	CANCELLED	BR908	EMP8916	KRW	PC	32.186.224.249	2024-01-01 11:01:00	2024-01-01 11:06:00	정상거래
T023702	ACC773099	김유진	051910	LG화학	KOSDAQ	SELL	MTS	959	353374	46109428	PENDING	BR791	EMP7959	KRW	PC	191.107.190.98	2024-01-01 11:02:00	2024-01-01 11:07:00	정상거래
T023703	ACC318000	배숙자	051910	NAVER	KOSPI	BUY	WTS	922	134104	31763107	PENDING	BR258	EMP2394	KRW	PC	37.96.54.3	2024-01-01 11:03:00	2024-01-01 11:08:00	정상거래
T023704	ACC129481	최상호	051910	셀트리온	KOSPI	BUY	HTS	20	233401	17458733	PENDING	BR688	EMP8394	KRW	TABLET	208.13.221.4	2024-01-01 11:04:00	2024-01-01 11:09:00	정상거래
T023705	ACC353281	이현주	068270	SK하이닉스	KOSDAQ	BUY	WTS	754	366897	15441596	COMPLETED	BR104	EMP4811	KRW	MOBILE	10.215.22.12	2024-01-01 11:05:00	2024-01-01 11:10:00	정상거래
T023706	ACC595787	이영수	005930	셀트리온	KOSPI	SELL	HTS	608	51889	23699095	COMPLETED	BR816	EMP4950	KRW	MOBILE	145.19.30.84	2024-01-01 11:06:00	2024-01-01 11:11:00	리밸런싱
T023707	ACC507566	박상훈	051910	삼성전자	KOSPI	SELL	MTS	203	390767	46853037	COMPLETED	BR530	EMP9896	KRW	MOBILE	28.229.145.243	2024-01-01 11:07:00	2024-01-01 11:12:00	VIP고객
T023708	ACC440916	손광수	005930	NAVER	KOSDAQ	SELL	HTS	325	413685	42426596	COMPLETED	BR957	EMP9523	KRW	PC	137.16.130.37	2024-01-01 11:08:00	2024-01-01 11:13:00	정상거래
T023709	ACC462379	허은서	068270	SK하이닉스	KOSPI	SELL	WTS	939	43816	18834624	CANCELLED	BR514	EMP7700	KRW	PC	36.86.3.242	2024-01-01 11:09:00	2024-01-01 11:14:00	정상거래
T023710	ACC546828	김순자	035420	셀트리온	KOSDAQ	BUY	HTS	484	442375	38996914	CANCELLED	BR521	EMP8789	KRW	MOBILE	200.138.69.47	2024-01-01 11:10:00	2024-01-01 11:15:00	VIP고객
T023711	ACC102003	김옥순	005930	SK하이닉스	KOSDAQ	BUY	WTS	990	270152	25810880	COMPLETED	BR893	EMP7649	KRW	MOBILE	145.24.17.76	2024-01-01 11:11:00	2024-01-01 11:16:00	리밸런싱
T023712	ACC775338	이민서	000660	삼성전자	KOSDAQ	SELL	WTS	457	146487	12275690	COMPLETED	BR824	EMP4274	KRW	TABLET	181.178.205.206	2024-01-01 11:12:00	2024-01-01 11:17:00	테스트데이터
T023713	ACC699976	송성수	051910	NAVER	KOSDAQ	SELL	MTS	289	389825	30355848	CANCELLED	BR581	EMP1545	KRW	TABLET	185.24.101.59	2024-01-01 11:13:00	2024-01-01 11:18:00	테스트데이터
T023714	ACC141503	강지은	035420	NAVER	KOSPI	SELL	HTS	483	123173	23086276	COMPLETED	BR716	EMP2384	KRW	PC	153.160.254.102	2024-01-01 11:14:00	2024-01-01 11:19:00	테스트데이터
T023715	ACC738763	권수민	005930	SK하이닉스	KOSPI	BUY	HTS	934	295491	8825112	PENDING	BR463	EMP4507	KRW	TABLET	41.242.4.77	2024-01-01 11:15:00	2024-01-01 11:20:00	테스트데이터
T023716	ACC534876	노상현	035420	SK하이닉스	KOSDAQ	SELL	HTS	93	420929	6036992	PENDING	BR630	EMP1513	KRW	TABLET	77.47.147.124	2024-01-01 11:16:00	2024-01-01 11:21:00	자동주문
T023717	ACC377556	이병철	051910	셀트리온	KOSPI	SELL	WTS	390	365826	22636198	CANCELLED	BR394	EMP1948	KRW	MOBILE	49.92.142.246	2024-01-01 11:17:00	2024-01-01 11:22:00	테스트데이터
T023718	ACC927366	김옥자	068270	삼성전자	KOSDAQ	BUY	MTS	618	173554	18871603	CANCELLED	BR129	EMP9646	KRW	PC	30.159.140.61	2024-01-01 11:18:00	2024-01-01 11:23:00	VIP고객
T023719	ACC231483	백성호	005930	SK하이닉스	KOSPI	BUY	MTS	367	479718	20010918	COMPLETED	BR504	EMP3134	KRW	MOBILE	101.189.252.32	2024-01-01 11:19:00	2024-01-01 11:24:00	VIP고객
T023720	ACC868975	김지우	005930	셀트리온	KOSPI	BUY	HTS	226	147564	30980642	PENDING	BR909	EMP4259	KRW	TABLET	178.145.124.224	2024-01-01 11:20:00	2024-01-01 11:25:00	리밸런싱
T023721	ACC800786	양성훈	000660	SK하이닉스	KOSDAQ	BUY	WTS	231	494311	35217262	COMPLETED	BR314	EMP2593	KRW	MOBILE	183.6.173.169	2024-01-01 11:21:00	2024-01-01 11:26:00	VIP고객
T023722	ACC215934	황예은	051910	LG화학	KOSPI	BUY	WTS	27	278638	44794046	PENDING	BR189	EMP6130	KRW	PC	116.80.24.238	2024-01-01 11:22:00	2024-01-01 11:27:00	리밸런싱
T023723	ACC390794	손서연	000660	NAVER	KOSPI	BUY	WTS	915	341736	33553696	COMPLETED	BR345	EMP1175	KRW	PC	24.254.116.222	2024-01-01 11:23:00	2024-01-01 11:28:00	테스트데이터
